,a(p(SOS)),a(p(Ras)),a(p(PI3K)),a(p(AKT)),a(p(Raf)),a(p(Mek)),a(p(Erk))
2502,45,43,64,48,46,82,90
2503,61,50,59,46,51,79,87
2504,40,46,68,55,34,83,87
2505,51,51,70,61,31,81,89
2506,42,52,75,53,31,74,90
2507,42,42,61,58,34,78,90
2508,46,50,68,64,42,77,84
2509,48,50,64,57,27,72,88
2510,47,51,60,58,42,84,90
2511,43,52,68,59,40,79,91
2512,43,47,59,47,46,84,89
2513,41,46,58,64,27,78,88
2514,43,45,64,58,30,68,93
2515,43,49,58,61,34,76,92
2516,44,48,62,61,30,74,91
2517,46,47,74,66,42,73,88
2518,48,48,64,59,41,68,88
2519,39,48,56,53,32,83,92
2520,40,51,61,64,34,79,84
2521,48,46,55,57,34,80,89
2522,41,45,66,57,37,84,90
2523,45,48,70,56,34,79,89
2524,46,43,64,54,36,74,89
2525,48,49,58,57,35,83,93
2526,47,48,61,51,40,81,87
2527,44,42,69,58,33,66,91
2528,50,43,66,53,34,74,93
2529,46,53,78,65,42,84,82
2530,36,39,64,55,40,83,84
2531,57,59,61,56,38,76,86
2532,45,56,62,54,34,79,84
2533,50,51,69,60,29,72,87
2534,55,45,63,63,21,71,88
2535,53,43,56,55,32,76,88
2536,42,49,57,48,37,80,90
2537,44,45,61,45,40,76,86
2538,43,47,58,53,42,78,90
2539,45,43,66,58,38,81,91
2540,56,52,61,44,40,80,87
2541,43,43,71,55,33,73,89
2542,41,40,69,54,33,79,85
2543,44,45,63,57,38,77,85
2544,41,44,64,55,41,76,89
2545,36,39,57,52,31,71,83
2546,40,48,64,54,30,74,88
2547,45,49,62,57,31,72,89
2548,47,45,65,58,36,81,90
2549,45,43,64,55,33,76,79
2550,47,47,60,57,37,81,84
2551,42,54,66,59,47,80,90
2552,44,47,53,48,30,65,88
2553,40,41,66,64,30,71,89
2554,42,47,59,58,32,79,88
2555,45,44,55,50,34,79,90
2556,45,49,68,64,36,84,85
2557,42,56,67,44,41,78,92
2558,48,55,68,52,42,83,90
2559,40,47,66,51,34,83,88
2560,52,57,64,61,39,84,87
2561,41,42,70,57,31,74,84
2562,55,48,63,55,35,78,92
2563,46,41,65,54,36,75,89
2564,45,45,59,52,42,78,92
2565,44,49,61,58,37,80,91
2566,45,55,67,44,39,81,91
2567,38,51,74,53,44,80,89
2568,44,48,67,52,27,78,92
2569,44,46,59,52,30,74,86
2570,47,45,58,61,38,78,92
2571,47,50,65,57,38,73,86
2572,50,38,60,57,33,71,90
2573,49,54,63,50,36,83,84
2574,35,43,60,60,41,87,85
2575,49,54,67,52,37,78,95
2576,54,49,64,52,25,74,87
2577,49,43,60,57,37,78,89
2578,46,40,59,49,34,83,88
2579,43,46,62,57,36,81,81
2580,37,35,62,53,29,79,91
2581,51,46,61,53,50,79,88
2582,52,49,64,64,37,78,94
2583,45,42,71,69,35,70,88
2584,48,57,67,53,43,81,84
2585,49,59,66,49,40,83,93
2586,46,52,70,62,39,80,93
2587,54,56,66,63,32,80,89
2588,43,44,68,64,35,77,91
2589,47,50,67,48,27,75,86
2590,57,53,63,51,33,74,87
2591,36,35,64,54,29,82,89
2592,36,38,58,49,39,80,90
2593,40,54,75,56,39,77,85
2594,48,41,64,55,35,72,89
2595,50,46,63,54,31,80,89
2596,49,49,66,44,40,78,89
2597,45,52,71,51,43,79,90
2598,55,55,66,59,40,73,88
2599,48,45,67,66,37,75,82
2600,45,55,65,64,31,73,88
2601,37,45,72,61,38,75,90
2602,46,56,66,52,35,76,92
2603,48,50,72,57,35,77,85
2604,47,40,70,52,33,76,92
2605,47,53,65,55,41,77,89
2606,46,47,62,50,46,86,94
2607,49,57,70,60,40,75,87
2608,52,51,65,52,29,75,92
2609,46,41,65,61,33,75,96
2610,46,48,66,57,34,80,92
2611,54,48,61,64,24,74,88
2612,49,42,65,54,27,83,88
2613,40,46,64,51,48,78,85
2614,53,55,70,57,41,83,85
2615,35,44,60,64,22,72,86
2616,50,42,60,68,26,75,94
2617,51,50,67,62,37,74,84
2618,46,53,63,52,40,80,88
2619,40,47,67,62,41,86,89
2620,45,47,68,55,33,79,88
2621,42,44,58,52,38,76,86
2622,39,43,62,54,31,77,86
2623,46,42,69,54,31,75,85
2624,43,45,61,51,37,79,88
2625,44,51,68,53,42,82,89
2626,43,53,63,60,46,80,89
2627,50,51,60,57,40,73,85
2628,40,46,64,45,36,76,88
2629,57,49,65,61,32,79,83
2630,45,52,57,60,36,80,88
2631,44,50,63,48,36,81,85
2632,54,59,62,62,35,77,88
2633,46,47,66,57,45,76,86
2634,45,57,67,54,40,78,87
2635,52,52,68,52,31,75,90
2636,48,45,65,45,34,81,88
2637,45,51,68,57,38,78,94
2638,48,48,54,60,30,72,87
2639,43,45,60,56,38,76,89
2640,51,53,75,64,36,84,86
2641,40,42,53,57,41,81,88
2642,40,49,65,50,31,72,92
2643,38,47,67,56,36,78,89
2644,51,42,64,56,33,73,85
2645,42,43,60,52,30,79,89
2646,45,44,63,57,34,78,87
2647,49,40,71,59,40,83,86
2648,46,56,64,62,36,78,88
2649,48,49,61,64,40,81,88
2650,36,35,55,50,33,88,91
2651,37,48,67,68,35,79,91
2652,45,49,69,44,32,70,89
2653,45,39,63,55,31,75,86
2654,50,54,67,55,43,81,89
2655,47,51,62,50,48,86,91
2656,46,50,55,51,31,77,83
2657,48,51,63,51,37,82,89
2658,43,52,68,50,34,65,76
2659,48,51,57,53,49,87,90
2660,47,46,52,47,42,74,91
2661,39,48,66,61,37,78,85
2662,48,45,74,68,36,79,86
2663,44,39,64,60,43,79,94
2664,46,35,69,58,31,81,86
2665,48,54,64,60,35,76,85
2666,43,42,61,52,33,88,83
2667,45,47,65,52,34,79,89
2668,44,49,63,48,41,83,86
2669,32,38,58,41,29,70,88
2670,45,53,61,57,30,81,87
2671,49,48,62,64,41,76,81
2672,42,47,70,55,43,80,90
2673,42,48,62,58,36,74,91
2674,48,38,61,51,49,86,87
2675,46,43,65,65,37,80,87
2676,40,42,60,59,37,76,90
2677,47,47,66,57,36,86,90
2678,40,47,67,48,34,79,89
2679,40,54,68,56,46,77,89
2680,41,54,67,67,33,78,90
2681,43,49,56,67,36,80,93
2682,42,55,72,58,30,82,88
2683,39,48,69,63,32,86,87
2684,40,41,59,39,35,73,93
2685,52,44,64,58,26,73,87
2686,52,49,69,54,43,79,92
2687,42,43,71,66,42,83,89
2688,50,54,73,53,39,74,89
2689,47,50,64,59,39,81,90
2690,56,54,67,51,29,73,92
2691,42,51,63,54,24,70,93
2692,38,39,61,50,34,83,85
2693,48,45,65,55,35,72,87
2694,42,58,61,49,39,80,90
2695,48,44,59,54,34,80,87
2696,42,49,68,57,35,79,87
2697,48,53,60,53,41,76,89
2698,53,58,69,48,39,77,89
2699,52,53,62,67,28,80,88
2700,46,58,69,62,35,76,89
2701,41,44,75,53,34,70,90
2702,48,56,71,67,32,74,92
2703,44,49,61,58,37,78,89
2704,54,41,64,63,37,84,91
2705,49,46,53,59,27,77,89
2706,40,48,64,57,45,77,92
2707,49,57,71,47,46,80,85
2708,41,40,57,55,24,72,87
2709,46,46,64,56,27,72,95
2710,57,57,61,58,35,75,85
2711,55,53,56,57,27,79,87
2712,41,54,60,56,36,84,92
2713,33,45,62,57,37,80,91
2714,48,49,66,55,35,73,84
2715,36,43,66,48,37,76,86
2716,38,54,64,50,41,75,84
2717,40,47,63,56,39,76,83
2718,48,52,65,61,35,77,87
2719,41,53,64,62,41,85,88
2720,54,42,58,59,32,72,82
2721,38,46,70,54,40,87,91
2722,36,47,60,54,47,81,93
2723,41,45,64,55,33,74,84
2724,46,48,59,59,26,78,86
2725,45,47,62,61,40,83,87
2726,44,53,66,59,38,77,90
2727,44,54,66,57,46,79,86
2728,38,46,73,62,40,76,84
2729,47,42,64,59,32,77,90
2730,47,47,66,62,36,82,87
2731,47,44,67,54,28,72,86
2732,31,45,62,56,40,81,88
2733,45,42,60,58,30,71,91
2734,54,58,64,58,40,79,89
2735,40,46,66,56,31,78,86
2736,52,46,60,46,37,78,92
2737,43,54,58,62,34,75,96
2738,48,46,75,61,34,83,88
2739,50,50,63,61,40,84,94
2740,44,57,69,55,41,72,91
2741,42,47,66,61,25,80,85
2742,51,52,66,55,40,77,90
2743,38,47,70,59,35,77,83
2744,45,39,65,60,36,88,91
2745,51,49,63,52,35,72,85
2746,48,45,66,50,33,70,87
2747,42,37,57,54,32,82,89
2748,51,46,74,60,32,68,89
2749,49,47,63,53,34,81,86
2750,42,41,63,48,42,86,91
2751,42,43,72,63,35,81,87
2752,47,47,67,62,31,79,88
2753,46,44,74,55,40,74,87
2754,45,48,63,46,43,71,92
2755,47,44,62,61,35,80,86
2756,40,44,65,54,44,79,91
2757,54,53,62,54,42,83,91
2758,47,55,70,61,38,83,93
2759,50,54,63,56,38,82,87
2760,43,45,60,64,27,75,81
2761,45,46,53,57,31,78,86
2762,42,51,68,52,42,82,86
2763,41,41,59,62,28,72,88
2764,50,46,68,56,34,75,88
2765,38,47,53,56,39,77,93
2766,51,43,58,48,29,77,91
2767,49,54,65,57,47,83,94
2768,37,44,71,62,36,74,86
2769,43,49,74,58,35,79,90
2770,34,46,59,54,41,88,89
2771,49,51,58,63,32,71,89
2772,39,48,67,58,43,69,87
2773,40,38,69,60,33,70,85
2774,40,45,63,54,51,76,88
2775,43,49,64,53,37,78,88
2776,51,62,71,58,44,78,88
2777,45,45,62,49,39,78,83
2778,51,45,62,66,34,82,88
2779,40,41,69,55,35,73,87
2780,53,55,59,56,33,82,88
2781,41,41,73,53,32,75,87
2782,53,52,69,53,44,88,92
2783,46,54,72,54,36,74,89
2784,44,48,57,48,42,73,85
2785,49,56,64,47,46,77,87
2786,42,39,71,56,29,72,86
2787,46,43,56,55,27,77,85
2788,52,58,59,62,30,78,87
2789,37,50,70,55,40,81,90
2790,48,41,55,59,26,76,83
2791,49,49,71,59,40,83,90
2792,43,53,59,54,35,73,84
2793,51,51,70,69,38,84,90
2794,38,37,61,53,37,73,94
2795,52,63,64,42,40,78,82
2796,45,50,62,51,34,82,92
2797,53,56,71,46,36,78,86
2798,47,48,54,55,32,81,91
2799,39,38,65,59,37,77,84
2800,34,48,68,52,43,75,87
2801,52,46,72,59,27,71,87
2802,37,57,61,48,39,80,90
2803,49,48,67,50,33,71,94
2804,48,55,67,57,41,76,88
2805,51,55,65,60,39,76,92
2806,56,58,65,57,42,84,84
2807,49,46,62,64,37,76,94
2808,45,49,62,60,30,85,85
2809,45,56,60,54,36,82,85
2810,43,35,73,69,25,63,85
2811,61,52,63,58,35,74,86
2812,40,39,64,55,27,72,91
2813,37,40,69,65,30,82,87
2814,39,46,67,52,40,81,87
2815,48,47,61,59,40,76,89
2816,44,51,63,60,42,79,89
2817,49,54,63,59,45,80,89
2818,36,43,63,56,30,76,86
2819,50,50,67,51,33,78,88
2820,41,41,55,53,40,85,91
2821,45,48,54,57,38,81,94
2822,55,43,60,52,27,71,89
2823,56,47,67,55,34,78,91
2824,41,42,66,48,38,86,93
2825,40,43,64,49,39,82,89
2826,47,42,60,47,41,81,89
2827,48,52,59,65,43,80,92
2828,47,48,66,63,37,79,89
2829,49,43,55,58,30,70,87
2830,41,52,72,52,35,73,92
2831,46,52,72,62,34,80,92
2832,41,41,56,61,37,71,83
2833,54,45,59,49,36,79,91
2834,42,48,58,55,35,72,89
2835,46,54,60,52,35,83,88
2836,45,49,75,58,39,87,89
2837,51,49,65,61,44,74,89
2838,45,50,66,54,32,76,86
2839,40,41,70,53,34,75,94
2840,53,52,61,53,36,81,87
2841,49,55,66,54,40,77,82
2842,47,48,61,63,26,77,84
2843,40,41,64,58,32,75,90
2844,44,56,64,58,32,71,84
2845,39,48,61,55,37,83,94
2846,50,50,58,56,37,84,89
2847,44,53,66,53,31,85,85
2848,39,43,61,65,29,74,85
2849,45,48,68,54,35,85,88
2850,42,40,62,58,32,71,85
2851,53,53,57,56,39,73,89
2852,46,47,62,56,35,78,85
2853,54,42,64,50,34,80,92
2854,47,48,68,54,29,75,88
2855,50,40,59,53,29,80,90
2856,50,42,69,65,38,80,90
2857,54,61,73,66,38,81,87
2858,47,58,56,56,36,80,89
2859,40,41,64,54,42,82,90
2860,48,44,63,60,44,73,93
2861,41,41,61,55,33,81,89
2862,41,51,59,56,41,78,87
2863,44,52,54,59,37,82,88
2864,45,49,66,54,39,73,87
2865,48,53,65,62,36,77,93
2866,41,47,63,57,32,77,95
2867,53,46,67,57,33,77,88
2868,40,41,62,61,32,80,88
2869,38,37,63,53,31,75,86
2870,56,48,65,55,41,81,88
2871,48,48,66,55,40,83,91
2872,46,52,67,53,31,77,83
2873,48,47,67,49,32,73,89
2874,45,56,68,54,29,78,96
2875,52,50,64,39,36,78,88
2876,52,51,58,62,36,88,90
2877,41,40,64,62,32,79,88
2878,42,46,60,64,28,74,89
2879,40,47,61,58,41,84,85
2880,44,51,67,64,46,84,90
2881,51,56,64,64,40,79,84
2882,49,51,61,57,38,78,95
2883,49,51,65,57,32,82,92
2884,42,51,65,55,46,84,93
2885,45,50,65,56,45,89,88
2886,50,47,59,55,32,76,91
2887,38,42,63,58,33,81,90
2888,46,46,70,58,33,70,94
2889,43,42,58,50,34,73,88
2890,50,53,65,59,28,71,84
2891,44,49,62,51,28,76,85
2892,39,43,69,62,41,86,84
2893,53,55,68,54,41,78,91
2894,53,48,66,57,37,78,93
2895,51,48,63,55,38,80,88
2896,52,50,67,61,40,80,91
2897,48,54,70,49,37,78,90
2898,41,48,62,56,40,77,94
2899,41,55,63,63,37,86,91
2900,50,44,58,50,33,75,90
2901,43,45,59,49,37,77,90
2902,39,42,57,50,34,72,91
2903,52,50,60,54,35,76,92
2904,46,43,62,64,33,79,85
2905,44,46,65,46,32,75,86
2906,50,50,58,60,40,80,94
2907,44,43,60,63,30,71,84
2908,43,47,70,60,31,81,90
2909,43,41,68,58,37,75,88
2910,45,49,65,57,47,78,84
2911,51,52,65,54,35,74,90
2912,38,39,62,47,29,82,91
2913,44,43,53,54,36,79,89
2914,42,51,62,66,35,80,93
2915,49,54,66,58,40,77,95
2916,58,52,61,51,40,82,91
2917,41,42,56,53,28,74,86
2918,44,50,71,52,35,74,86
2919,49,56,69,55,47,84,93
2920,43,50,62,52,25,80,91
2921,40,45,73,58,31,79,94
2922,49,42,58,56,33,77,94
2923,48,47,71,56,41,80,84
2924,46,48,65,49,24,71,94
2925,54,49,55,55,43,83,92
2926,43,51,60,57,30,87,89
2927,39,49,67,65,33,80,91
2928,40,43,58,61,31,70,84
2929,47,44,71,54,47,83,84
2930,45,40,61,51,37,75,89
2931,46,43,66,52,35,82,89
2932,49,52,71,55,37,76,89
2933,45,56,66,57,44,80,84
2934,45,49,65,53,33,76,85
2935,47,51,67,64,43,82,86
2936,45,47,64,53,32,78,89
2937,38,44,57,62,34,72,88
2938,48,41,58,57,32,71,85
2939,57,46,59,59,30,75,85
2940,51,49,63,56,41,82,93
2941,49,48,62,62,43,77,90
2942,39,51,54,57,42,73,89
2943,49,50,65,49,37,84,89
2944,49,50,58,54,39,79,90
2945,45,44,63,64,39,77,85
2946,48,58,64,58,37,75,89
2947,53,50,67,54,43,77,84
2948,49,55,61,63,44,80,88
2949,38,39,67,50,38,76,89
2950,32,44,70,48,29,73,87
2951,45,47,64,60,33,73,84
2952,53,53,63,61,34,83,93
2953,50,45,68,49,40,86,96
2954,45,48,61,56,39,86,87
2955,44,49,67,58,41,82,92
2956,43,50,60,57,27,71,93
2957,46,48,69,64,33,79,85
2958,45,41,66,47,33,72,90
2959,57,54,67,62,40,70,85
2960,44,48,64,53,38,82,92
2961,40,47,65,61,41,82,93
2962,48,41,59,43,27,72,89
2963,43,49,62,47,33,81,88
2964,48,56,69,55,35,77,92
2965,43,52,66,58,42,79,87
2966,47,53,65,55,38,75,92
2967,40,50,64,56,37,76,90
2968,47,43,67,62,32,71,90
2969,49,51,67,61,37,77,87
2970,49,58,65,64,45,86,82
2971,46,43,65,50,38,73,94
2972,52,49,61,49,39,69,91
2973,48,51,56,61,28,82,87
2974,55,51,53,56,33,70,92
2975,49,48,71,53,43,80,91
2976,49,46,67,53,35,82,82
2977,49,52,63,53,37,74,89
2978,45,51,67,57,42,85,91
2979,41,51,57,57,27,71,90
2980,47,42,70,61,37,83,83
2981,43,49,76,54,48,82,84
2982,53,41,56,53,45,90,87
2983,47,39,65,49,31,68,88
2984,45,43,59,61,39,76,91
2985,43,55,65,53,36,73,87
2986,44,52,66,58,34,67,90
2987,46,44,65,57,35,82,88
2988,49,56,61,56,34,82,93
2989,50,49,67,54,35,81,87
2990,45,44,60,49,36,72,82
2991,50,48,56,67,42,77,92
2992,45,47,59,50,31,78,92
2993,39,51,59,63,25,77,88
2994,52,51,69,56,28,82,88
2995,44,47,71,55,37,73,87
2996,54,42,68,61,30,81,91
2997,46,42,60,53,33,66,88
2998,36,41,64,57,34,73,87
2999,43,39,61,60,31,76,87
3000,50,43,57,61,24,72,77
3001,46,48,64,54,43,80,88
3002,47,48,67,55,34,79,96
3003,53,38,64,54,31,76,91
3004,50,46,57,56,32,77,89
3005,58,56,60,56,40,77,91
3006,49,47,64,61,38,82,87
3007,45,55,67,60,41,81,91
3008,57,50,62,65,29,77,87
3009,45,47,56,62,37,74,89
3010,41,43,66,56,37,82,84
3011,43,45,60,52,36,73,88
3012,47,51,70,61,32,78,92
3013,51,44,65,53,45,79,88
3014,40,51,61,52,34,79,94
3015,39,41,73,60,24,71,92
3016,47,46,62,55,40,81,88
3017,44,49,55,49,37,85,90
3018,46,52,60,50,34,78,92
3019,48,40,61,57,34,79,90
3020,43,56,59,52,39,80,85
3021,37,43,61,48,35,80,88
3022,45,46,67,55,38,75,92
3023,50,44,65,60,39,77,88
3024,49,51,74,53,38,79,89
3025,38,43,71,65,35,86,88
3026,43,44,69,49,32,77,92
3027,43,50,66,56,39,80,93
3028,43,53,51,50,39,81,89
3029,51,48,66,53,36,71,88
3030,40,51,55,51,41,86,84
3031,43,38,60,57,28,73,87
3032,38,39,67,55,35,77,86
3033,39,51,75,60,37,76,88
3034,54,48,64,56,43,81,83
3035,46,47,66,49,42,79,86
3036,45,43,61,62,30,76,91
3037,37,51,66,56,41,70,89
3038,49,41,65,56,31,86,93
3039,46,52,56,58,34,72,90
3040,44,37,67,57,33,74,88
3041,47,52,59,49,40,86,92
3042,49,47,69,67,33,81,87
3043,48,43,55,50,26,82,86
3044,43,42,74,58,38,74,84
3045,51,58,66,61,31,74,92
3046,45,50,68,61,30,79,93
3047,40,50,64,59,37,80,90
3048,57,51,67,55,32,78,90
3049,42,52,67,66,40,79,83
3050,45,47,52,51,40,81,89
3051,48,59,66,50,41,81,89
3052,52,45,67,59,33,79,88
3053,44,50,66,65,36,77,89
3054,49,45,68,60,26,67,94
3055,47,45,56,57,25,75,85
3056,48,47,63,65,30,76,90
3057,47,55,71,50,35,73,89
3058,48,44,58,55,33,80,92
3059,51,55,64,63,47,76,92
3060,47,48,65,59,41,87,88
3061,48,52,66,50,40,85,94
3062,41,51,67,50,39,85,87
3063,38,49,68,52,37,83,88
3064,44,42,61,54,37,81,88
3065,39,46,69,69,31,83,89
3066,44,56,66,58,34,81,84
3067,58,50,58,65,36,78,83
3068,46,51,62,56,35,80,94
3069,41,53,69,58,43,76,87
3070,41,56,74,59,39,79,90
3071,44,53,73,59,35,80,86
3072,45,54,64,56,30,71,89
3073,40,54,55,50,30,77,90
3074,48,46,62,51,41,85,89
3075,53,48,66,59,33,83,93
3076,43,47,67,49,34,76,84
3077,48,56,59,57,41,80,92
3078,42,41,63,57,36,80,87
3079,41,43,60,49,34,84,87
3080,51,52,67,62,35,73,91
3081,40,41,69,60,31,72,79
3082,47,50,73,55,39,78,86
3083,48,47,67,57,36,80,92
3084,44,57,72,62,33,73,92
3085,41,45,60,54,23,74,81
3086,52,48,60,57,42,78,86
3087,48,50,46,54,41,76,89
3088,43,44,65,55,32,80,88
3089,50,56,67,60,39,79,94
3090,49,48,62,60,33,73,91
3091,44,41,69,59,39,80,90
3092,41,47,64,46,39,82,87
3093,53,45,70,66,34,77,93
3094,45,47,59,61,32,71,90
3095,54,59,67,50,28,76,85
3096,43,57,66,57,43,79,87
3097,42,40,62,65,34,71,87
3098,48,48,65,55,32,71,90
3099,55,52,66,51,42,87,88
3100,42,49,62,63,27,71,86
3101,48,50,75,54,31,82,82
3102,51,44,70,53,44,83,91
3103,47,57,69,55,38,81,88
3104,53,52,64,52,35,88,93
3105,61,45,58,48,34,75,93
3106,50,49,62,62,31,73,83
3107,54,57,62,50,42,72,90
3108,41,54,63,60,41,82,86
3109,48,47,67,61,38,70,87
3110,44,45,58,59,36,83,91
3111,44,39,65,49,38,84,83
3112,39,45,61,56,32,79,91
3113,41,45,61,54,43,85,87
3114,46,51,67,58,34,80,87
3115,41,49,65,53,36,82,90
3116,46,48,58,60,32,73,88
3117,50,52,66,66,38,84,95
3118,47,50,65,52,33,77,92
3119,45,47,55,53,35,79,84
3120,48,35,67,63,31,74,88
3121,44,48,62,57,38,76,89
3122,42,55,69,54,40,74,87
3123,39,36,69,61,37,75,90
3124,54,49,64,61,33,71,88
3125,50,51,61,55,43,82,91
3126,50,52,72,57,45,85,85
3127,44,45,59,64,34,74,90
3128,47,45,66,62,38,73,87
3129,36,33,64,49,40,78,89
3130,38,53,70,57,42,78,89
3131,39,46,69,58,38,79,91
3132,45,45,65,54,35,74,92
3133,42,47,58,60,26,80,87
3134,51,45,67,56,36,83,93
3135,48,46,60,56,34,70,86
3136,58,54,65,56,47,86,94
3137,40,42,66,56,39,69,88
3138,48,44,69,58,31,81,89
3139,42,38,72,53,29,79,88
3140,46,48,63,46,42,77,90
3141,44,49,64,52,32,72,91
3142,39,59,61,56,44,86,85
3143,45,46,70,57,32,86,90
3144,48,52,68,68,31,77,87
3145,40,48,66,58,34,74,87
3146,36,48,66,51,35,80,89
3147,48,41,64,65,38,81,90
3148,48,47,69,48,26,77,85
3149,39,39,63,51,36,79,92
3150,41,41,68,62,29,74,87
3151,49,45,66,52,36,78,86
3152,44,43,66,58,37,77,89
3153,45,42,65,56,35,87,90
3154,51,50,63,52,28,66,86
3155,42,49,72,57,37,79,92
3156,42,50,57,49,46,78,84
3157,45,49,63,54,33,72,86
3158,57,51,59,50,38,83,91
3159,44,34,64,60,27,74,89
3160,56,52,69,62,26,77,91
3161,46,55,66,56,40,74,87
3162,52,55,71,54,54,83,87
3163,48,50,67,57,42,72,96
3164,53,58,68,61,43,78,89
3165,50,60,61,59,44,79,90
3166,43,45,60,56,35,71,86
3167,49,53,62,52,39,82,79
3168,48,49,66,64,31,79,92
3169,41,49,64,55,43,76,85
3170,58,43,60,59,35,78,88
3171,39,45,70,56,35,77,86
3172,37,44,75,59,32,68,89
3173,44,49,54,62,30,69,88
3174,49,48,62,41,53,79,87
3175,42,41,55,61,37,81,86
3176,42,41,65,55,36,87,86
3177,47,46,60,54,40,84,96
3178,37,45,75,61,33,72,88
3179,52,46,74,71,36,84,91
3180,38,46,68,59,28,75,91
3181,39,45,64,56,38,88,87
3182,48,47,62,57,37,82,90
3183,51,57,68,61,39,86,87
3184,50,45,61,57,34,80,86
3185,34,50,62,63,41,71,92
3186,45,45,62,53,45,82,90
3187,51,53,64,65,29,72,88
3188,44,47,68,51,36,73,85
3189,46,42,61,62,33,83,90
3190,41,46,66,56,36,82,84
3191,39,50,67,64,38,81,89
3192,52,43,64,55,33,74,81
3193,43,50,59,64,27,71,94
3194,36,47,60,52,47,81,90
3195,50,53,66,54,35,71,88
3196,40,56,57,54,40,81,88
3197,40,51,71,68,43,87,93
3198,46,49,60,60,35,79,90
3199,46,50,65,66,32,74,84
3200,46,49,64,55,36,81,89
3201,54,49,70,58,37,80,91
3202,37,37,63,51,29,80,93
3203,49,47,56,54,36,76,83
3204,40,52,67,57,40,79,84
3205,44,40,65,57,33,83,88
3206,43,39,70,52,33,77,88
3207,44,44,70,55,25,81,89
3208,46,39,56,61,18,66,87
3209,45,47,62,61,33,71,90
3210,50,48,65,60,31,75,85
3211,35,51,67,60,41,80,86
3212,44,46,65,69,34,82,87
3213,33,40,54,59,33,82,89
3214,39,41,68,51,39,78,90
3215,42,47,59,54,41,84,86
3216,47,37,65,56,38,78,87
3217,38,42,65,70,28,80,86
3218,50,43,66,57,34,81,86
3219,60,57,60,58,41,83,92
3220,44,51,66,58,40,83,88
3221,55,52,64,55,38,79,89
3222,38,44,62,58,33,82,90
3223,46,46,58,62,29,76,90
3224,52,46,61,57,33,81,90
3225,38,50,66,56,35,73,90
3226,39,51,66,48,41,78,88
3227,36,46,68,55,30,76,83
3228,52,42,64,66,42,82,89
3229,42,43,65,62,33,78,81
3230,54,51,64,65,38,87,80
3231,45,42,72,61,31,78,88
3232,51,47,59,59,30,85,91
3233,47,50,62,55,39,73,87
3234,50,59,68,41,48,84,92
3235,43,51,59,56,52,82,91
3236,41,55,64,54,39,82,91
3237,44,46,56,53,33,77,90
3238,49,39,65,63,35,74,83
3239,54,39,70,55,25,75,84
3240,51,45,62,49,31,79,87
3241,47,45,67,50,30,75,79
3242,46,47,69,63,38,85,92
3243,52,56,70,63,43,85,93
3244,44,57,57,44,37,69,94
3245,43,44,57,52,38,77,88
3246,45,53,64,59,48,78,92
3247,51,56,64,63,35,76,91
3248,46,46,57,52,38,84,90
3249,48,47,63,66,40,77,88
3250,51,59,65,52,36,73,91
3251,51,54,70,55,44,89,80
3252,47,41,69,50,42,78,92
3253,42,53,62,54,32,76,86
3254,45,44,61,62,36,76,83
3255,45,45,73,57,30,67,80
3256,52,44,70,60,32,74,91
3257,43,48,72,51,48,82,87
3258,48,46,67,64,24,73,87
3259,46,51,71,62,42,79,88
3260,39,46,66,61,30,73,89
3261,33,41,65,55,27,80,93
3262,50,52,55,54,41,81,92
3263,48,51,72,55,33,74,88
3264,41,45,69,56,30,74,86
3265,42,52,64,62,33,80,92
3266,39,38,58,51,25,70,89
3267,47,54,73,65,37,81,88
3268,44,57,62,55,38,79,89
3269,41,39,71,50,39,78,92
3270,41,50,64,49,34,83,94
3271,42,50,61,52,32,77,89
3272,39,43,68,63,28,72,84
3273,39,42,60,52,33,72,86
3274,45,43,66,53,36,76,93
3275,51,47,62,59,35,70,86
3276,45,39,57,58,32,80,95
3277,45,38,60,54,25,82,88
3278,38,47,63,55,35,77,92
3279,40,59,66,55,44,79,92
3280,56,50,63,58,47,76,91
3281,37,53,61,44,36,82,86
3282,43,35,59,52,29,79,87
3283,54,42,59,56,31,74,87
3284,45,46,69,54,37,74,91
3285,47,58,61,61,46,80,90
3286,48,47,63,52,42,87,88
3287,47,45,61,55,29,71,89
3288,42,54,64,52,43,85,93
3289,45,46,53,58,40,68,92
3290,50,43,61,51,33,74,86
3291,43,52,61,60,31,79,83
3292,41,43,68,54,33,74,87
3293,50,49,61,52,41,71,88
3294,45,44,60,54,37,77,85
3295,45,46,68,57,31,72,95
3296,43,50,58,64,34,76,96
3297,53,52,71,60,43,88,89
3298,50,42,62,64,32,76,85
3299,41,42,65,61,31,73,91
3300,37,45,59,61,37,82,88
3301,48,54,66,60,36,71,91
3302,42,38,59,51,37,76,90
3303,43,45,64,54,34,81,86
3304,47,46,69,64,29,77,88
3305,47,41,74,56,32,70,88
3306,45,49,70,58,37,80,90
3307,48,52,75,54,40,75,84
3308,44,47,64,49,30,73,86
3309,46,51,72,46,42,80,86
3310,41,46,70,57,36,73,89
3311,54,44,64,62,32,77,92
3312,47,38,64,57,29,73,93
3313,42,50,58,48,38,82,86
3314,50,52,64,56,40,72,90
3315,42,62,68,54,50,79,94
3316,43,51,60,60,37,81,90
3317,44,49,69,63,38,79,95
3318,45,49,64,61,40,78,86
3319,47,52,66,49,33,78,89
3320,50,56,65,60,38,79,87
